iter	RMSE
576	0.001260791627
577	0.001260691764
578	0.001260608418
579	0.001260504926
580	0.00126043315
581	0.001260347346
582	0.001260227261
583	0.001260113349
584	0.001260038704
585	0.001259925932
586	0.001259834138
587	0.001259716635
588	0.001259576044
589	0.00125946271
590	0.001259336695
591	0.001259204563
592	0.00125907217
593	0.001258962614
594	0.00125885608
595	0.00125875631
596	0.001258631343
597	0.001258511565
598	0.001258406257
599	0.001258273927
600	0.001258186707
601	0.001258059297
602	0.001257954962
603	0.001257856081
604	0.001257750931
605	0.001257640388
606	0.001257556015
607	0.001257425212
608	0.001257310104
609	0.001257216515
610	0.001257127759
611	0.001257014034
612	0.00125692737
613	0.001256822954
614	0.001256725744
615	0.001256595732
616	0.001256499225
617	0.001256366755
618	0.001256271846
619	0.001256151652
620	0.001256055256
621	0.001255936582
622	0.001255806664
623	0.00125571257
624	0.001255566962
625	0.00125543302
626	0.001255336286
627	0.00125520969
628	0.001255104576
629	0.001254998221
630	0.001254874706
631	0.001254775361
632	0.001254704507
633	0.001254586347
634	0.001254471985
635	0.001254363238
636	0.001254266227
637	0.001254163389
638	0.001254079048
639	0.001253970995
640	0.001253900519
641	0.001253818528
642	0.00125373914
643	0.001253634606
644	0.001253489361
645	0.001253402762
646	0.001253314507
647	0.001253214401
648	0.001253108515
649	0.001252999111
650	0.001252872092
651	0.001252789501
652	0.001252706984
653	0.001252578619
654	0.0012524626
655	0.001252373244
656	0.001252273754
657	0.00125218596
658	0.001252090658
659	0.001251957588
660	0.00125186966
661	0.001251781422
662	0.001251690499
663	0.001251599689
664	0.001251470703
665	0.00125136077
666	0.001251272218
667	0.001251181939
668	0.001251066742
669	0.001250970997
670	0.001250847232
671	0.001250746832
672	0.001250645751
673	0.00125055591
674	0.00125046825
675	0.001250382529
676	0.001250296223
677	0.001250209088
678	0.001250137175
679	0.001249999055
680	0.001249904614
681	0.001249817582
682	0.001249698325
683	0.001249619946
684	0.001249507692
685	0.001249391049
686	0.001249311023
687	0.001249224579
688	0.001249120628
689	0.001249005725
690	0.001248933171
691	0.001248841079
692	0.001248767209
693	0.001248666165
694	0.001248546349
695	0.001248423379
696	0.001248322909
697	0.001248229329
698	0.001248099113
699	0.001247989204
700	0.001247907621
701	0.001247828777
702	0.00124775363
703	0.001247665058
704	0.001247547543
705	0.00124745638
706	0.001247384669
707	0.001247334391
708	0.001247243007
709	0.001247183459
710	0.001247097866
711	0.001247012145
712	0.001246894102
713	0.001246789257
714	0.001246694285
715	0.001246577989
716	0.001246490347
717	0.001246390843
718	0.001246296695
719	0.001246226357
720	0.001246145294
721	0.001246063255
722	0.001245977636
723	0.001245883467
724	0.001245799964
725	0.001245680383
726	0.001245547405
727	0.001245433503
728	0.001245364731
729	0.001245289017
730	0.001245173471
731	0.001245059783
732	0.001244992247
733	0.00124491332
734	0.001244827724
735	0.001244725418
736	0.001244647667
737	0.001244568169
738	0.001244482636
739	0.00124438012
740	0.001244298707
741	0.00124422221
742	0.001244135978
743	0.001244071767
744	0.001243976539
745	0.001243903172
746	0.001243830861
747	0.001243743664
748	0.00124365567
749	0.001243549539
750	0.001243465867
751	0.001243379966
752	0.001243297963
753	0.001243206253
754	0.001243104861
755	0.001243025883
756	0.001242927634
757	0.001242830904
758	0.001242744956
759	0.001242657473
760	0.001242587849
761	0.001242495567
762	0.001242375501
763	0.00124228604
764	0.001242186251
765	0.001242099009
766	0.001242017586
767	0.001241971223
768	0.001241868848
769	0.001241776465
770	0.001241694591
771	0.00124163678
772	0.001241568679
773	0.001241438295
774	0.001241361725
775	0.001241240757
776	0.001241170684
777	0.001241085036
778	0.001240969777
779	0.001240864034
780	0.001240800477
781	0.001240734184
782	0.001240658084
783	0.001240593011
784	0.001240500108
785	0.001240445184
786	0.001240351058
787	0.001240261854
788	0.001240175639
789	0.001240103459
790	0.001239981568
791	0.001239855462
792	0.001239769196
793	0.00123966497
794	0.001239586784
795	0.001239489334
796	0.001239398867
797	0.001239321221
798	0.001239243329
799	0.001239151956
800	0.001239079146
801	0.001238961027
802	0.001238874112
803	0.001238765343
804	0.001238689111
805	0.001238613555
806	0.001238531051
807	0.001238445652
808	0.001238368023
809	0.001238299925
810	0.001238221142
811	0.001238107427
812	0.001238049077
813	0.001237953454
814	0.001237888831
815	0.00123780994
816	0.001237741486
817	0.001237635274
818	0.001237530162
819	0.001237480863
820	0.001237401658
821	0.001237322462
822	0.001237253396
823	0.001237179358
824	0.001237118375
825	0.001237021282
826	0.001236935997
827	0.001236853388
828	0.001236772453
829	0.001236705458
830	0.001236604293
831	0.001236511531
832	0.001236430273
833	0.00123636481
834	0.001236253902
835	0.001236160201
836	0.001236063415
837	0.001235975797
838	0.001235877447
839	0.001235790631
840	0.001235671111
841	0.001235587561
842	0.001235514146
843	0.001235442731
844	0.00123536827
845	0.001235302867
846	0.001235232173
847	0.001235137839
848	0.001235048954
849	0.001234961162
850	0.001234906751
851	0.001234826188
852	0.001234730229
853	0.001234638332
854	0.001234541387
855	0.001234498987
856	0.00123443582
857	0.001234335654
858	0.001234265247
859	0.001234191285
860	0.001234087921
861	0.001234023231
862	0.001233963187
863	0.001233909698
864	0.00123383087
865	0.001233747339
866	0.001233686122
867	0.001233623074
868	0.001233542298
869	0.001233484881
870	0.001233413684
871	0.001233333032
872	0.001233264893
873	0.001233202862
874	0.001233134672
875	0.001233059177
876	0.001232958104
877	0.001232890986
878	0.001232802899
879	0.001232720045
880	0.001232634444
881	0.001232577547
882	0.001232520358
883	0.001232437582
884	0.001232337452
885	0.001232283588
886	0.001232215365
887	0.001232146031
888	0.001232089302
889	0.001232017811
890	0.001231962149
891	0.001231894887
892	0.001231810676
893	0.001231695259
894	0.001231609325
895	0.001231553867
896	0.001231503611
897	0.001231399499
898	0.001231340009
899	0.001231276052
900	0.001231210692
901	0.001231132138
902	0.001231053597
903	0.001230984481
904	0.001230917993
905	0.001230833285
906	0.00123073667
907	0.001230678097
908	0.001230608313
909	0.001230525041
910	0.001230458946
911	0.001230410095
912	0.001230325853
913	0.001230238717
914	0.001230164524
915	0.001230109847
916	0.001230048336
917	0.001229966938
918	0.001229894417
919	0.001229826596
920	0.001229758599
921	0.001229700138
922	0.001229625201
923	0.001229551429
924	0.001229464808
925	0.001229406195
926	0.001229367761
927	0.00122930731
928	0.001229250216
929	0.001229190501
930	0.001229124639
931	0.001229069939
932	0.001229023282
933	0.001228938216
934	0.001228858112
935	0.001228786165
936	0.001228711186
937	0.001228642167
938	0.001228565822
939	0.001228523045
940	0.001228447798
941	0.001228372112
942	0.001228308957
943	0.001228255256
944	0.001228200791
945	0.001228136436
946	0.00122808534
947	0.001228029789
948	0.001227976891
949	0.001227906052
950	0.001227871711
951	0.001227784802
952	0.00122772007
953	0.001227607057
954	0.001227550567
955	0.00122745647
956	0.001227384187
957	0.001227309886
958	0.001227239299
959	0.001227164723
960	0.001227118085
961	0.001227080038
962	0.001227010502
963	0.001226952721
964	0.001226883307
965	0.001226826956
966	0.001226766282
967	0.001226715038
968	0.001226628614
969	0.001226550102
970	0.001226454425
971	0.001226394902
972	0.001226324072
973	0.001226209294
974	0.001226109503
975	0.001226049422
976	0.001225985933
977	0.001225923663
978	0.00122586652
979	0.001225808037
980	0.001225735176
981	0.001225666259
982	0.001225606909
983	0.001225556161
984	0.001225476059
985	0.001225408387
986	0.00122532406
987	0.001225273544
988	0.001225161874
989	0.001225102951
990	0.001225008024
991	0.001224949637
992	0.001224862584
993	0.001224772096
994	0.001224729355
995	0.001224663763
996	0.001224611059
997	0.001224534293
998	0.001224449558
999	0.001224377558
